Index|Compound_Code
20718|G04045
20719|G04046
20720|G04047
20721|G04048
20722|G04049
20723|G04050
20724|G04051
20725|G04052
20726|G04053
20727|G04054
20728|G04055
20729|G04056
20730|G04057
20731|G04058
20732|G04059
20733|G04060
20734|G04061
20735|G04062
20736|G04063
20737|G04064
20738|G04065
20739|G04066
20740|G04067
20741|G04068
20742|G04069
20743|G04070
20744|G04071
20745|G04072
20746|G04073
20747|G04074
20748|G04075
20749|G04076
20750|G04077
20751|G04078
20752|G04079
20753|G04080
20754|G04081
20755|G04082
20756|G04083
20757|G04084
20758|G04085
20759|G04086
20760|G04087
20761|G04088
20762|G04089
20763|G04090
20764|G04091
20765|G04092
20766|G04093
20767|G04094
20768|G04095
20769|G04096
20770|G04097
20771|G04098
20772|G04099
20773|G04100
20774|G04101
20775|G04102
20776|G04103
20777|G04104
20778|G04105
20779|G04106
20780|G04107
20781|G04108
20782|G04109
20783|G04110
20784|G04111
20785|G04112
20786|G04113
20787|G04114
20788|G04115
20789|G04116
20790|G04117
20791|G04118
20792|G04119
20793|G04120
20794|G04121
20795|G04122
20796|G04123
20797|G04124
20798|G04125
20799|G04126
20800|G04127
20801|G04128
20802|G04129
20803|G04130
20804|G04131
20805|G04132
20806|G04134
20807|G04135
20808|G04136
20809|G04137
20810|G04138
20811|G04139
20812|G04140
20813|G04141
20814|G04142
20815|G04143
20816|G04144
20817|G04145
20818|G04147
20819|G04148
20820|G04149
20821|G04151
20822|G04152
20823|G04153
20824|G04154
20825|G04155
20826|G04156
20827|G04157
20828|G04158
20829|G04159
20830|G04160
20831|G04161
20832|G04162
20833|G04163
20834|G04164
20835|G04165
20836|G04166
20837|G04167
20838|G04168
20839|G04169
20840|G04170
20841|G04171
20842|G04172
20843|G04173
20844|G04174
20845|G04175
20846|G04176
20847|G04177
20848|G04178
20849|G04179
20850|G04180
20851|G04182
20852|G04183
20853|G04184
20854|G04185
20855|G04186
20856|G04187
20857|G04188
20858|G04189
20859|G04190
20860|G04191
20861|G04192
20862|G04193
20863|G04194
20864|G04195
20865|G04196
20866|G04197
20867|G04198
20868|G04199
20869|G04200
20870|G04201
20871|G04202
20872|G04203
20873|G04204
20874|G04205
20875|G04206
20876|G04207
20877|G04208
20878|G04209
20879|G04210
20880|G04211
20881|G04212
20882|G04213
20883|G04214
20884|G04215
20885|G04216
20886|G04217
20887|G04219
20888|G04220
20889|G04221
20890|G04223
20891|G04224
20892|G04225
20893|G04226
20894|G04227
20895|G04228
20896|G04229
20897|G04230
20898|G04232
20899|G04233
20900|G04234
20901|G04235
20902|G04236
20903|G04237
20904|G04238
20905|G04239
20906|G04240
20907|G04241
20908|G04242
20909|G04243
20910|G04244
20911|G04245
20912|G04247
20913|G04248
20914|G04249
20915|G04250
20916|G04251
20917|G04253
20918|G04254
20919|G04255
20920|G04256
20921|G04257
20922|G04258
20923|G04259
20924|G04260
20925|G04261
20926|G04262
20927|G04263
20928|G04264
20929|G04265
20930|G04266
20931|G04267
20932|G04268
20933|G04269
20934|G04270
20935|G04271
20936|G04272
20937|G04273
20938|G04274
20939|G04275
20940|G04276
20941|G04277
20942|G04278
20943|G04279
20944|G04280
20945|G04281
20946|G04282
20947|G04284
20948|G04285
20949|G04286
20950|G04287
20951|G04288
20952|G04290
20953|G04291
20954|G04292
20955|G04293
20956|G04294
20957|G04295
20958|G04296
20959|G04298
20960|G04299
20961|G04300
20962|G04302
20963|G04303
20964|G04304
20965|G04305
20966|G04306
20967|G04307
20968|G04308
20969|G04309
20970|G04310
20971|G04311
20972|G04312
20973|G04313
20974|G04314
20975|G04315
20976|G04316
20977|G04317
20978|G04318
20979|G04319
20980|G04320
20981|G04321
20982|G04322
20983|G04323
20984|G04324
20985|G04325
20986|G04326
20987|G04327
20988|G04328
20989|G04329
20990|G04330
20991|G04331
20992|G04332
20993|G04334
20994|G04336
20995|G04337
20996|G04338
20997|G04339
20998|G04340
20999|G04341
21000|G04343
21001|G04344
21002|G04346
21003|G04347
21004|G04348
21005|G04349
21006|G04350
21007|G04351
21008|G04352
21009|G04353
21010|G04354
21011|G04355
21012|G04356
21013|G04357
21014|G04358
21015|G04359
21016|G04360
21017|G04361
21018|G04362
21019|G04363
21020|G04364
21021|G04365
21022|G04366
21023|G04367
21024|G04368
21025|G04369
21026|G04370
21027|G04371
21028|G04372
21029|G04373
21030|G04374
21031|G04375
21032|G04376
21033|G04377
21034|G04378
21035|G04379
21036|G04380
21037|G04381
21038|G04382
21039|G04383
21040|G04385
21041|G04386
21042|G04387
21043|G04388
21044|G04389
21045|G04390
21046|G04392
21047|G04394
21048|G04395
21049|G04396
21050|G04397
21051|G04398
21052|G04400
21053|G04402
21054|G04403
21055|G04405
21056|G04406
21057|G04407
21058|G04408
21059|G04409
21060|G04410
21061|G04411
21062|G04412
21063|G04413
21064|G04414
21065|G04415
21066|G04416
21067|G04417
21068|G04418
21069|G04419
21070|G04420
21071|G04421
21072|G04422
21073|G04423
21074|G04424
21075|G04425
21076|G04426
21077|G04427
21078|G04428
21079|G04429
21080|G04430
21081|G04431
21082|G04432
21083|G04433
21084|G04434
21085|G04435
21086|G04436
21087|G04437
21088|G04438
21089|G04439
21090|G04440
21091|G04442
21092|G04443
21093|G04444
21094|G04445
21095|G04446
21096|G04447
21097|G04448
21098|G04449
21099|G04450
21100|G04451
21101|G04452
21102|G04454
21103|G04455
21104|G04456
21105|G04457
21106|G04458
21107|G04460
21108|G04461
21109|G04462
21110|G04463
21111|G04465
21112|G04466
21113|G04467
21114|G04468
21115|G04469
21116|G04470
21117|G04471
21118|G04472
21119|G04473
21120|G04474
21121|G04476
21122|G04478
21123|G04479
21124|G04480
21125|G04482
21126|G04483
21127|G04484
21128|G04485
21129|G04486
21130|G04487
21131|G04488
21132|G04489
21133|G04490
21134|G04491
21135|G04493
21136|G04494
21137|G04495
21138|G04496
21139|G04498
21140|G04499
21141|G04501
21142|G04502
21143|G04505
21144|G04508
21145|G04509
21146|G04510
21147|G04511
21148|G04513
21149|G04514
21150|G04515
21151|G04516
21152|G04517
21153|G04519
21154|G04520
21155|G04521
21156|G04523
21157|G04524
21158|G04525
21159|G04528
21160|G04529
21161|G04530
21162|G04531
21163|G04532
21164|G04533
21165|G04534
21166|G04535
21167|G04536
21168|G04537
21169|G04538
21170|G04539
21171|G04541
21172|G04542
21173|G04543
21174|G04544
21175|G04545
21176|G04546
21177|G04547
21178|G04548
21179|G04549
21180|G04550
21181|G04551
21182|G04552
21183|G04554
21184|G04555
21185|G04556
21186|G04557
21187|G04558
21188|G04560
21189|G04561
21190|G04562
21191|G04563
21192|G04564
21193|G04565
21194|G04566
21195|G04567
21196|G04568
21197|G04569
21198|G04570
21199|G04571
21200|G04572
21201|G04573
21202|G04574
21203|G04576
21204|G04577
21205|G04578
21206|G04579
21207|G04580
21208|G04581
21209|G04582
21210|G04583
21211|G04584
21212|G04585
21213|G04586
21214|G04587
21215|G04588
21216|G04589
21217|G04590
21218|G04591
21219|G04592
21220|G04593
21221|G04594
21222|G04595
21223|G04596
21224|G04597
21225|G04598
21226|G04599
21227|G04600
21228|G04601
21229|G04602
21230|G04603
21231|G04604
21232|G04605
21233|G04606
21234|G04607
21235|G04608
21236|G04609
21237|G04610
21238|G04611
21239|G04612
21240|G04613
21241|G04614
21242|G04616
21243|G04617
21244|G04619
21245|G04620
21246|G04621
21247|G04622
21248|G04623
21249|G04624
21250|G04625
21251|G04626
21252|G04627
21253|G04629
21254|G04630
21255|G04631
21256|G04632
21257|G04633
21258|G04634
21259|G04635
21260|G04636
21261|G04637
21262|G04638
21263|G04639
21264|G04640
21265|G04641
21266|G04642
21267|G04643
21268|G04644
21269|G04645
21270|G04646
21271|G04647
21272|G04648
21273|G04649
21274|G04650
21275|G04651
21276|G04652
21277|G04653
21278|G04654
21279|G04655
21280|G04657
21281|G04658
21282|G04659
21283|G04661
21284|G04662
21285|G04663
21286|G04664
21287|G04665
21288|G04666
21289|G04667
21290|G04668
21291|G04669
21292|G04670
21293|G04671
21294|G04672
21295|G04673
21296|G04674
21297|G04675
21298|G04676
21299|G04677
21300|G04678
21301|G04679
21302|G04680
21303|G04681
21304|G04682
21305|G04683
21306|G04684
21307|G04685
21308|G04686
21309|G04687
21310|G04688
21311|G04689
21312|G04690
21313|G04692
21314|G04693
21315|G04694
21316|G04695
21317|G04696
21318|G04697
21319|G04698
21320|G04699
21321|G04700
21322|G04702
21323|G04703
21324|G04704
21325|G04706
21326|G04707
21327|G04708
21328|G04709
21329|G04711
21330|G04712
21331|G04713
21332|G04714
21333|G04715
21334|G04716
21335|G04717
21336|G04718
21337|G04719
21338|G04721
21339|G04723
21340|G04724
21341|G04725
21342|G04726
21343|G04727
21344|G04728
21345|G04729
21346|G04730
21347|G04731
21348|G04732
21349|G04733
21350|G04734
21351|G04735
21352|G04736
21353|G04738
21354|G04739
21355|G04740
21356|G04741
21357|G04742
21358|G04743
21359|G04744
21360|G04745
21361|G04747
21362|G04748
21363|G04749
21364|G04750
21365|G04752
21366|G04753
21367|G04754
21368|G04755
21369|G04756
21370|G04757
21371|G04759
21372|G04760
21373|G04761
21374|G04762
21375|G04763
21376|G04764
21377|G04765
21378|G04767
21379|G04768
21380|G04769
21381|G04770
21382|G04771
21383|G04772
21384|G04773
21385|G04774
21386|G04775
21387|G04776
21388|G04777
21389|G04778
21390|G04779
21391|G04780
21392|G04781
21393|G04782
21394|G04783
21395|G04784
21396|G04785
21397|G04786
21398|G04787
21399|G04790
21400|G04791
21401|G04792
21402|G04793
21403|G04794
21404|G04795
21405|G04796
21406|G04797
21407|G04799
21408|G04800
21409|G04801
21410|G04802
21411|G04803
21412|G04804
21413|G04805
21414|G04806
21415|G04808
21416|G04809
21417|G04810
21418|G04811
21419|G04812
21420|G04813
21421|G04814
21422|G04815
21423|G04816
21424|G04817
21425|G04818
21426|G04819
21427|G04821
21428|G04823
21429|G04824
21430|G04826
21431|G04827
21432|G04828
21433|G04829
21434|G04830
21435|G04831
21436|G04832
21437|G04834
21438|G04835
21439|G04836
21440|G04837
21441|G04838
21442|G04839
21443|G04840
21444|G04841
21445|G04842
21446|G04843
21447|G04844
21448|G04845
21449|G04846
21450|G04847
21451|G04848
21452|G04849
21453|G04850
21454|G04851
21455|G04852
21456|G04853
21457|G04854
21458|G04855
21459|G04856
21460|G04857
21461|G04858
21462|G04859
21463|G04860
21464|G04861
21465|G04862
21466|G04863
21467|G04864
21468|G04866
21469|G04867
21470|G04869
21471|G04870
21472|G04871
21473|G04873
21474|G04874
21475|G04875
21476|G04876
21477|G04877
21478|G04878
21479|G04879
21480|G04880
21481|G04881
21482|G04882
21483|G04883
21484|G04884
21485|G04886
21486|G04887
21487|G04888
21488|G04889
21489|G04890
21490|G04891
21491|G04892
21492|G04893
21493|G04895
21494|G04896
21495|G04897
21496|G04898
21497|G04899
21498|G04900
21499|G04901
21500|G04902
21501|G04903
21502|G04904
21503|G04905
21504|G04906
21505|G04907
21506|G04908
21507|G04909
21508|G04910
21509|G04911
21510|G04912
21511|G04913
21512|G04914
21513|G04915
21514|G04916
21515|G04917
21516|G04918
21517|G04919
21518|G04920
21519|G04921
21520|G04922
21521|G04923
21522|G04924
21523|G04925
21524|G04926
21525|G04927
21526|G04928
21527|G04929
21528|G04931
21529|G04933
21530|G04934
21531|G04935
21532|G04936
21533|G04937
21534|G04940
21535|G04941
21536|G04942
21537|G04943
21538|G04944
21539|G04946
21540|G04947
21541|G04948
21542|G04949
21543|G04950
21544|G04951
21545|G04952
21546|G04953
21547|G04954
21548|G04957
21549|G04958
21550|G04959
21551|G04960
21552|G04961
21553|G04962
21554|G04963
21555|G04964
21556|G04965
21557|G04966
21558|G04968
21559|G04969
21560|G04970
21561|G04971
21562|G04972
21563|G04973
21564|G04974
21565|G04976
21566|G04978
21567|G04979
21568|G04980
21569|G04981
21570|G04982
21571|G04983
21572|G04984
21573|G04985
21574|G04986
21575|G04987
21576|G04988
21577|G04989
21578|G04990
21579|G04991
21580|G04992
21581|G04993
21582|G04994
21583|G04995
21584|G04996
21585|G04998
21586|G04999
21587|G05000
21588|G05002
21589|G05003
21590|G05005
21591|G05006
21592|G05007
21593|G05008
21594|G05009
21595|G05010
21596|G05012
21597|G05014
21598|G05015
21599|G05016
21600|G05017
21601|G05018
21602|G05019
21603|G05020
21604|G05021
21605|G05022
21606|G05023
21607|G05025
21608|G05026
21609|G05027
21610|G05028
21611|G05029
21612|G05030
21613|G05031
21614|G05032
21615|G05033
21616|G05034
21617|G05036
21618|G05037
21619|G05038
21620|G05039
21621|G05040
21622|G05041
21623|G05042
21624|G05044
21625|G05045
21626|G05046
21627|G05047
21628|G05048
21629|G05049
21630|G05050
21631|G05051
21632|G05052
21633|G05053
21634|G05054
21635|G05055
21636|G05056
21637|G05057
21638|G05058
21639|G05060
21640|G05061
21641|G05062
21642|G05063
21643|G05064
21644|G05065
21645|G05066
21646|G05067
21647|G05068
21648|G05071
21649|G05072
21650|G05073
21651|G05074
21652|G05075
21653|G05076
21654|G05077
21655|G05078
21656|G05079
21657|G05080
21658|G05081
21659|G05082
21660|G05083
21661|G05084
21662|G05085
21663|G05086
21664|G05087
21665|G05088
21666|G05089
21667|G05090
21668|G05091
21669|G05092
21670|G05093
21671|G05094
21672|G05095
21673|G05096
21674|G05098
21675|G05100
21676|G05101
21677|G05102
21678|G05104
21679|G05105
21680|G05106
21681|G05107
21682|G05108
21683|G05110
21684|G05111
21685|G05112
21686|G05113
21687|G05114
21688|G05115
21689|G05116
21690|G05118
21691|G05119
21692|G05120
21693|G05121
21694|G05122
21695|G05123
21696|G05124
21697|G05125
21698|G05126
21699|G05127
21700|G05128
21701|G05129
21702|G05131
21703|G05132
21704|G05133
21705|G05134
21706|G05135
21707|G05136
21708|G05137
21709|G05138
21710|G05139
21711|G05140
21712|G05141
21713|G05142
21714|G05143
21715|G05144
21716|G05145
21717|G05146
21718|G05147
21719|G05148
21720|G05149
21721|G05150
21722|G05151
21723|G05152
21724|G05153
21725|G05154
21726|G05155
21727|G05156
21728|G05157
21729|G05158
21730|G05159
21731|G05160
21732|G05161
21733|G05162
21734|G05163
21735|G05164
21736|G05165
21737|G05166
21738|G05167
21739|G05168
21740|G05169
21741|G05170
21742|G05171
21743|G05172
21744|G05173
21745|G05174
21746|G05175
21747|G05177
21748|G05178
21749|G05179
21750|G05180
21751|G05182
21752|G05183
21753|G05185
21754|G05186
21755|G05187
21756|G05188
21757|G05189
21758|G05190
21759|G05191
21760|G05192
21761|G05193
21762|G05194
21763|G05195
21764|G05196
21765|G05197
21766|G05198
21767|G05199
21768|G05200
21769|G05201
21770|G05202
21771|G05204
21772|G05205
21773|G05206
21774|G05207
21775|G05208
21776|G05209
21777|G05210
21778|G05212
21779|G05213
21780|G05215
21781|G05216
21782|G05217
21783|G05218
21784|G05219
21785|G05220
21786|G05221
21787|G05222
21788|G05223
21789|G05224
21790|G05225
21791|G05226
21792|G05227
21793|G05228
21794|G05229
21795|G05230
21796|G05232
21797|G05233
21798|G05234
21799|G05235
21800|G05236
21801|G05237
21802|G05238
21803|G05239
21804|G05240
21805|G05242
21806|G05243
21807|G05244
21808|G05245
21809|G05246
21810|G05247
21811|G05248
21812|G05249
21813|G05250
21814|G05251
21815|G05252
21816|G05253
21817|G05254
21818|G05255
21819|G05256
21820|G05257
21821|G05258
21822|G05259
21823|G05260
21824|G05261
21825|G05263
21826|G05264
21827|G05265
21828|G05266
21829|G05267
21830|G05268
21831|G05269
21832|G05270
21833|G05271
21834|G05272
21835|G05273
21836|G05274
21837|G05275
21838|G05276
21839|G05277
21840|G05278
21841|G05279
21842|G05280
21843|G05281
21844|G05282
21845|G05283
21846|G05284
21847|G05285
21848|G05286
21849|G05288
21850|G05289
21851|G05290
21852|G05291
21853|G05292
21854|G05293
21855|G05294
21856|G05295
21857|G05296
21858|G05297
21859|G05298
21860|G05299
21861|G05300
21862|G05301
21863|G05302
21864|G05303
21865|G05304
21866|G05305
21867|G05306
21868|G05307
21869|G05308
21870|G05309
21871|G05310
21872|G05311
21873|G05312
21874|G05313
21875|G05314
21876|G05315
21877|G05316
21878|G05317
21879|G05318
21880|G05319
21881|G05320
21882|G05321
21883|G05322
21884|G05323
21885|G05324
21886|G05325
21887|G05326
21888|G05327
21889|G05328
21890|G05329
21891|G05330
21892|G05331
21893|G05332
21894|G05333
21895|G05334
21896|G05335
21897|G05336
21898|G05339
21899|G05340
21900|G05341
21901|G05342
21902|G05345
21903|G05346
21904|G05347
21905|G05348
21906|G05349
21907|G05350
21908|G05351
21909|G05352
21910|G05353
21911|G05354
21912|G05355
21913|G05356
21914|G05362
21915|G05363
21916|G05364
21917|G05365
21918|G05366
21919|G05367
21920|G05368
21921|G05369
21922|G05370
21923|G05371
21924|G05372
21925|G05373
21926|G05374
21927|G05375
21928|G05376
21929|G05377
21930|G05378
21931|G05379
21932|G05380
21933|G05381
21934|G05382
21935|G05383
21936|G05384
21937|G05385
21938|G05386
21939|G05387
21940|G05388
21941|G05390
21942|G05391
21943|G05392
21944|G05393
21945|G05394
21946|G05395
21947|G05396
21948|G05397
21949|G05398
21950|G05399
21951|G05400
21952|G05401
21953|G05402
21954|G05403
21955|G05404
21956|G05405
21957|G05406
21958|G05407
21959|G05408
21960|G05410
21961|G05411
21962|G05412
21963|G05413
21964|G05414
21965|G05416
21966|G05417
21967|G05419
21968|G05420
21969|G05421
21970|G05422
21971|G05424
21972|G05425
21973|G05426
21974|G05427
21975|G05429
21976|G05430
21977|G05431
21978|G05432
21979|G05433
21980|G05434
21981|G05435
21982|G05436
21983|G05437
21984|G05438
21985|G05439
21986|G05441
21987|G05442
21988|G05443
21989|G05444
21990|G05445
21991|G05446
21992|G05447
21993|G05448
21994|G05449
21995|G05450
21996|G05452
21997|G05453
21998|G05454
21999|G05455
22000|G05456
22001|G05457
22002|G05459
22003|G05460
22004|G05462
22005|G05464
22006|G05465
22007|G05466
22008|G05467
22009|G05468
22010|G05469
22011|G05470
22012|G05471
22013|G05472
22014|G05473
22015|G05474
22016|G05475
22017|G05476
22018|G05477
22019|G05478
22020|G05479
22021|G05480
22022|G05481
22023|G05482
22024|G05483
22025|G05484
22026|G05485
22027|G05486
22028|G05487
22029|G05488
22030|G05489
22031|G05490
22032|G05491
22033|G05492
22034|G05493
22035|G05494
22036|G05495
22037|G05496
22038|G05497
22039|G05498
22040|G05499
22041|G05500
22042|G05502
22043|G05503
22044|G05504
22045|G05505
22046|G05506
22047|G05507
22048|G05508
22049|G05509
22050|G05510
22051|G05511
22052|G05512
22053|G05513
22054|G05514
22055|G05515
22056|G05516
22057|G05517
22058|G05518
22059|G05519
22060|G05521
22061|G05522
22062|G05523
22063|G05524
22064|G05525
22065|G05526
22066|G05527
22067|G05528
22068|G05529
22069|G05530
22070|G05531
22071|G05532
22072|G05533
22073|G05534
22074|G05536
22075|G05538
22076|G05539
22077|G05540
22078|G05541
22079|G05542
22080|G05543
22081|G05544
22082|G05545
22083|G05546
22084|G05547
22085|G05548
22086|G05549
22087|G05550
22088|G05551
22089|G05552
22090|G05553
22091|G05554
22092|G05555
22093|G05556
22094|G05557
22095|G05558
22096|G05559
22097|G05560
22098|G05561
22099|G05562
22100|G05563
22101|G05564
22102|G05565
22103|G05566
22104|G05567
22105|G05568
22106|G05569
22107|G05570
22108|G05571
22109|G05572
22110|G05573
22111|G05574
22112|G05576
22113|G05577
22114|G05580
22115|G05581
22116|G05582
22117|G05583
22118|G05584
22119|G05585
22120|G05586
22121|G05587
22122|G05589
22123|G05591
22124|G05593
22125|G05594
22126|G05595
22127|G05596
22128|G05598
22129|G05599
22130|G05600
22131|G05601
22132|G05602
22133|G05603
22134|G05604
22135|G05605
22136|G05607
22137|G05609
22138|G05610
22139|G05611
22140|G05612
22141|G05613
22142|G05614
22143|G05615
22144|G05616
22145|G05617
22146|G05618
22147|G05619
22148|G05620
22149|G05621
22150|G05622
22151|G05623
22152|G05624
22153|G05625
22154|G05626
22155|G05627
22156|G05628
22157|G05629
22158|G05630
22159|G05631
22160|G05633
22161|G05634
22162|G05635
22163|G05636
22164|G05638
22165|G05639
22166|G05640
22167|G05641
22168|G05642
22169|G05643
22170|G05644
22171|G05645
22172|G05646
22173|G05647
22174|G05648
22175|G05649
22176|G05650
22177|G05651
22178|G05652
22179|G05653
22180|G05654
22181|G05656
22182|G05657
22183|G05658
22184|G05659
22185|G05660
22186|G05661
22187|G05662
22188|G05663
22189|G05664
22190|G05666
22191|G05667
22192|G05668
22193|G05669
22194|G05670
22195|G05671
22196|G05672
22197|G05673
22198|G05674
22199|G05675
22200|G05676
22201|G05677
22202|G05680
22203|G05681
22204|G05682
22205|G05683
22206|G05684
22207|G05685
22208|G05686
22209|G05687
22210|G05689
22211|G05691
22212|G05692
22213|G05693
22214|G05694
22215|G05695
22216|G05696
22217|G05697
22218|G05698
22219|G05699
22220|G05700
22221|G05701
22222|G05702
22223|G05703
22224|G05706
22225|G05707
22226|G05708
22227|G05711
22228|G05712
22229|G05713
22230|G05714
22231|G05715
22232|G05716
22233|G05718
22234|G05719
22235|G05720
22236|G05721
22237|G05722
22238|G05723
22239|G05724
22240|G05725
22241|G05726
22242|G05727
22243|G05728
22244|G05729
22245|G05731
22246|G05732
22247|G05733
22248|G05734
22249|G05735
22250|G05736
22251|G05737
22252|G05738
22253|G05739
22254|G05740
22255|G05741
22256|G05742
22257|G05743
22258|G05744
22259|G05745
22260|G05747
22261|G05748
22262|G05749
22263|G05750
22264|G05751
22265|G05752
22266|G05753
22267|G05754
22268|G05755
22269|G05756
22270|G05757
22271|G05759
22272|G05760
22273|G05761
22274|G05762
22275|G05763
22276|G05764
22277|G05765
22278|G05769
22279|G05770
22280|G05771
22281|G05772
22282|G05773
22283|G05774
22284|G05775
22285|G05776
22286|G05777
22287|G05778
22288|G05779
22289|G05780
22290|G05781
22291|G05782
22292|G05783
22293|G05784
22294|G05785
22295|G05786
22296|G05788
22297|G05789
22298|G05790
22299|G05791
22300|G05792
22301|G05793
22302|G05795
22303|G05796
22304|G05798
22305|G05799
22306|G05800
22307|G05801
22308|G05802
22309|G05803
22310|G05804
22311|G05805
22312|G05806
22313|G05808
22314|G05809
22315|G05810
22316|G05811
22317|G05812
22318|G05813
22319|G05814
22320|G05815
22321|G05816
22322|G05817
22323|G05819
22324|G05820
22325|G05821
22326|G05822
22327|G05823
22328|G05824
22329|G05825
22330|G05826
22331|G05827
22332|G05828
22333|G05829
22334|G05830
22335|G05831
22336|G05832
22337|G05833
22338|G05834
22339|G05835
22340|G05836
22341|G05837
22342|G05838
22343|G05839
22344|G05840
22345|G05841
22346|G05843
22347|G05844
22348|G05845
22349|G05846
22350|G05848
22351|G05849
22352|G05850
22353|G05851
22354|G05852
22355|G05853
22356|G05854
22357|G05855
22358|G05856
22359|G05857
22360|G05858
22361|G05859
22362|G05860
22363|G05861
22364|G05862
22365|G05863
22366|G05864
22367|G05865
22368|G05866
22369|G05867
22370|G05868
22371|G05869
22372|G05871
22373|G05872
22374|G05873
22375|G05874
22376|G05875
22377|G05876
22378|G05877
22379|G05878
22380|G05879
22381|G05881
22382|G05882
22383|G05883
22384|G05884
22385|G05886
22386|G05887
22387|G05888
22388|G05889
22389|G05890
22390|G05891
22391|G05892
22392|G05893
22393|G05894
22394|G05895
22395|G05896
22396|G05897
22397|G05898
22398|G05899
22399|G05900
22400|G05902
22401|G05903
22402|G05904
22403|G05905
22404|G05906
22405|G05908
22406|G05909
22407|G05910
22408|G05911
22409|G05912
22410|G05913
22411|G05914
22412|G05915
22413|G05916
22414|G05917
22415|G05918
22416|G05919
22417|G05920
22418|G05921
22419|G05922
22420|G05923
22421|G05924
22422|G05925
22423|G05926
22424|G05927
22425|G05928
22426|G05929
22427|G05931
22428|G05932
22429|G05933
22430|G05934
22431|G05935
22432|G05936
22433|G05937
22434|G05939
22435|G05940
22436|G05941
22437|G05942
22438|G05943
22439|G05944
22440|G05945
22441|G05946
22442|G05947
22443|G05948
22444|G05949
22445|G05950
22446|G05951
22447|G05952
22448|G05954
22449|G05955
22450|G05956
22451|G05957
22452|G05958
22453|G05959
22454|G05960
22455|G05961
22456|G05964
22457|G05965
22458|G05966
22459|G05967
22460|G05968
22461|G05969
22462|G05970
22463|G05971
22464|G05972
22465|G05973
22466|G05974
22467|G05975
22468|G05978
22469|G05979
22470|G05980
22471|G05981
22472|G05982
22473|G05983
22474|G05984
22475|G05985
22476|G05986
22477|G05987
22478|G05988
22479|G05989
22480|G05990
22481|G05991
22482|G05992
22483|G05993
22484|G05994
22485|G05995
22486|G05996
22487|G05997
22488|G05998
22489|G05999
22490|G06000
22491|G06001
22492|G06002
22493|G06003
22494|G06004
22495|G06006
22496|G06007
22497|G06008
22498|G06009
22499|G06010
22500|G06011
22501|G06012
22502|G06013
22503|G06014
22504|G06015
22505|G06016
22506|G06017
22507|G06018
22508|G06019
22509|G06020
22510|G06021
22511|G06022
22512|G06023
22513|G06024
22514|G06025
22515|G06026
22516|G06027
22517|G06028
22518|G06029
22519|G06030
22520|G06031
22521|G06032
22522|G06033
22523|G06034
22524|G06036
22525|G06037
22526|G06038
22527|G06039
22528|G06040
22529|G06041
22530|G06042
22531|G06043
22532|G06044
22533|G06045
22534|G06046
22535|G06048
22536|G06049
22537|G06050
22538|G06051
22539|G06052
22540|G06053
22541|G06054
22542|G06055
22543|G06056
22544|G06057
22545|G06058
22546|G06059
22547|G06060
22548|G06061
22549|G06062
22550|G06063
22551|G06064
22552|G06065
22553|G06066
22554|G06067
22555|G06069
22556|G06071
22557|G06072
22558|G06073
22559|G06074
22560|G06075
22561|G06076
22562|G06077
22563|G06078
22564|G06079
22565|G06080
22566|G06081
22567|G06082
22568|G06083
22569|G06084
22570|G06085
22571|G06086
22572|G06087
22573|G06088
22574|G06089
22575|G06090
22576|G06091
22577|G06092
22578|G06093
22579|G06094
22580|G06095
22581|G06096
22582|G06097
22583|G06098
22584|G06099
22585|G06100
22586|G06102
22587|G06103
22588|G06104
22589|G06105
22590|G06106
22591|G06107
22592|G06108
22593|G06109
22594|G06110
22595|G06111
22596|G06112
22597|G06113
22598|G06114
22599|G06116
22600|G06117
22601|G06118
22602|G06119
22603|G06120
22604|G06121
22605|G06122
22606|G06123
22607|G06124
22608|G06125
22609|G06126
22610|G06127
22611|G06128
22612|G06129
22613|G06130
22614|G06131
22615|G06132
22616|G06133
22617|G06134
22618|G06135
22619|G06136
22620|G06137
22621|G06138
22622|G06139
22623|G06140
22624|G06142
22625|G06143
22626|G06144
22627|G06145
22628|G06146
22629|G06147
22630|G06148
22631|G06149
22632|G06150
22633|G06151
22634|G06152
22635|G06153
22636|G06154
22637|G06155
22638|G06156
22639|G06157
22640|G06158
22641|G06159
22642|G06160
22643|G06161
22644|G06162
22645|G06163
22646|G06164
22647|G06165
22648|G06166
22649|G06167
22650|G06168
22651|G06169
22652|G06170
22653|G06172
22654|G06174
22655|G06175
22656|G06177
22657|G06178
22658|G06179
22659|G06180
22660|G06181
22661|G06182
22662|G06183
22663|G06184
22664|G06185
22665|G06186
22666|G06187
22667|G06188
22668|G06189
22669|G06190
22670|G06191
22671|G06192
22672|G06193
22673|G06194
22674|G06195
22675|G06196
22676|G06197
22677|G06198
22678|G06199
22679|G06201
22680|G06203
22681|G06204
22682|G06205
22683|G06206
22684|G06207
22685|G06208
22686|G06209
22687|G06210
22688|G06211
22689|G06212
22690|G06214
22691|G06215
22692|G06216
22693|G06218
22694|G06219
22695|G06220
22696|G06221
22697|G06222
22698|G06223
22699|G06224
22700|G06225
22701|G06226
22702|G06227
22703|G06228
22704|G06229
22705|G06231
22706|G06232
22707|G06233
22708|G06234
22709|G06235
22710|G06237
22711|G06238
22712|G06239
22713|G06240
22714|G06241
22715|G06242
