Reactions|Direction|Left|Right
6151|>|1:215|1:11557
6152|>|1:4397|1:11553
6153|>|1:4397|1:11555
6154|>|1:215|1:11493
6155|>|1:4398|1:11526
6156|>|1:4398|1:11558
6157|>|1:11526|1:11527
6158|>|1:11558|1:11559
6159|>|1:215|1:11494
6160|>|1:215|1:11565
6161|>|1:215|1:11516
6162|>|1:215|1:11566
6163|>|1:215|1:11515
6164|>|1:215|1:11514
6165|>|1:215|1:11513
6166|>|1:215|1:11568
6167|>|1:215|1:11523
6168|>|1:1341|1:11570
6169|>|1:1341|1:11571
6170|>|1:1341|1:11572
6171|>|1:11507|1:11510
6172|=|1:1079|1:11575
6173|=|1:11575|1:307
6174|>|1:1341|1:11576
6175|>|1:11576|1:5500
6176|>|1:1341|1:4750
6177|>|1:153|2:1341,3240
6178|>|2:8870,7|1:11584
6179|>|1:4390|1:11463
6180|>|2:8870,7|1:11585
6181|>|2:11584,51|1:11592
6182|>|2:11585,51|1:11593
6183|>|1:11584|1:11589
6184|>|1:11585|1:11587
6185|>|1:11584|1:11200
6186|>|1:11585|1:11586
6187|>|1:11200|1:11590
6188|>|1:11590|1:11588
6189|>|1:11588|1:11591
6190|>|1:11589|1:11588
6191|>|2:5653,7|1:11594
6192|>|2:5653,7|1:11595
6193|>|2:5653,7|1:11596
6194|>|1:11595|1:11597
6195|>|2:11596,51|1:11600
6196|>|2:11597,51|1:11601
6197|>|1:11597|1:11598
6198|>|1:11594|1:11303
6199|>|1:11303|1:11599
6200|>|2:10810,7|1:11603
6201|>|2:10810,7|1:11602
6202|>|2:10810,7|1:11604
6203|>|2:11603,51|1:11606
6204|>|2:11602,51|1:11610
6205|>|2:11604,51|1:11609
6206|>|1:11610|1:11608
6207|>|1:11603|1:11605
6208|>|1:11604|1:5040
6209|>|1:11610|1:11607
6210|>|2:5072,7|1:8977
6211|>|2:5072,7|1:11611
6212|>|2:5072,51|1:11613
6213|=|1:11611|1:5158
6214|>|1:8977|1:11612
6215|>|1:11612|1:8978
6216|>|1:5158|1:8979
6217|>|1:5158|1:5609
6218|=|1:5609|1:11614
6219|>|1:5609|1:8979
6220|>|1:11516|1:11520
6221|>|1:11515|1:11519
6222|>|1:11514|1:11518
6223|>|1:11513|1:11517
6224|>|2:8921,7|1:11615
6225|>|2:8921,51|2:11619,10535
6226|>|1:11616|1:11617
6227|>|1:11616|1:11618
6228|>|2:11615,51|2:11616,10535
6229|>|1:11619|1:11620
6230|>|1:11620|1:11621
6231|>|1:11619|1:11622
6232|>|1:11616|1:11620
6233|>|1:11571|1:11574
6234|>|1:11570|1:11573
6235|>|1:8979|1:8978
6236|>|1:11608|1:11607
6237|>|1:11644|1:2592
6238|>|1:564|1:11644
6239|=|1:11781|2:11782,201
6240|>|2:26394,17407|1:17398
6241|=|1:18996|2:22772,26396
6242|=|2:973,3|2:83,4
6243|=|1:1584|1:293
6244|=|2:368,3|2:155,4
6245|=|1:9326|1:4078
6246|=|1:9326|1:4078
6247|=|1:12227|1:2856
6248|=|1:10927|1:919
6249|=|2:12228,3|2:12229,4
6250|=|1:12228|1:12229
6251|=|1:1584|1:294
6252|=|1:1584|1:293
6253|=|2:1278,3|2:242,4
6254|=|2:905,3|2:1564,4
6255|>|1:31|1:194
6256|=|2:1769,3|2:13282,4
6257|=|1:3685|1:3397
6258|=|1:1732|1:2404
6259|=|1:2358|1:1747
6260|=|1:356|1:1204
6261|=|2:4789,28|2:2215,30
6262|=|2:298,28|2:4459,30
6263|=|2:2012,28|2:157,30
6264|=|2:12230,3|2:4504,4
6265|=|1:11|1:232
6266|=|2:69,136|1:135
6267|>|1:115|1:193
6268|>|2:138,10|1:573
6269|=|3:313,136,10|2:12231,135
6270|<|1:40|1:595
6271|>|1:436|1:12232
6272|=|2:49,3|2:36,4
6273|=|1:49|2:36,14
6274|=|2:381,28|3:157,30,14
6275|=|2:240,28|3:544,30,14
6276|>|1:139|1:412
6277|>|1:678|1:9600
6278|>|1:2411|1:1143
6279|=|1:4|2:3,27
6280|=|3:5,78,7|2:6,27
6281|>|1:3966|1:630
6282|=|2:10,6|1:1668
6283|=|3:92,323,20|2:220,322
6284|>|1:303|1:1721
6285|>|1:6467|1:6432
6286|>|1:6432|1:4498
6287|=|2:12238,13430|2:67,12236
6288|=|2:270,6|2:5,78
6289|=|2:270,28|1:30
6290|=|1:12239|2:33,505
6291|=|2:10062,26|2:1683,42
6292|=|2:12228,26|2:12240,42
6293|=|2:12240,26|2:12241,42
6294|=|2:12228,26|2:12242,42
6295|=|2:176,4|2:3528,3
6296|>|1:12243|1:3331
6297|=|1:12245|1:2685
6298|=|1:4795|1:12246
6299|=|1:4795|1:12247
6300|=|2:9301,4|2:12248,3
6301|>|1:12249|1:8261
6302|>|1:12249|1:12251
6303|>|1:12250|1:1426
6304|=|1:7604|1:1338
6305|>|1:4498|1:6432
6306|>|1:6432|1:6467
6307|=|1:12252|1:12253
6308|>|1:4483|1:12254
6309|=|1:3068|1:12255
6310|=|1:4028|1:4030
6311|=|1:4036|1:12256
6312|=|1:3068|1:12257
6313|>|1:183|1:10501
6314|>|1:10501|1:12258
6315|>|1:12259|1:12260
6316|>|1:12261|2:92,69
6317|=|2:77,265|2:80,12262
6318|>|1:80|1:335
6319|=|2:76,265|2:586,12262
6320|>|1:1089|1:4857
6321|>|1:1051|1:1029
6322|=|1:2085|1:5023
6323|=|1:2085|1:5024
6324|>|1:183|1:12259
6325|>|1:9593|1:230
6326|=|1:3417|1:628
6327|>|1:910|1:12263
6328|>|1:535|1:12264
6329|=|2:1249,28|2:576,30
6330|=|1:4870|1:6429
6331|=|1:12265|1:6429
6332|=|2:223,323|3:37,322,9
6333|=|3:223,214,323|3:209,322,9
6334|=|3:223,521,323|3:648,322,9
6335|>|1:4197|2:4186,1
6336|=|3:5749,639,28|2:1525,30
6337|=|1:235|1:3187
6338|=|1:235|1:3185
6339|=|1:235|1:3186
6340|>|1:2552|1:1634
6341|>|1:2006|1:2002
6342|=|1:936|1:12266
6343|=|1:12266|1:1990
6344|=|1:12267|1:12268
6345|>|1:8305|1:8314
6346|>|1:3929|1:12269
6347|=|1:6502|1:12270
6348|=|1:209|1:916
6349|=|1:916|1:648
6350|>|2:409,165|2:12271,9
6351|=|2:184,12230|2:82,12272
6352|=|1:3232|2:962,3404
6353|=|2:24,3405|2:6573,10
6354|>|1:9857|2:9858,10
6355|=|2:24,81|2:12275,10
6356|=|2:24,12277|2:12276,10
6357|=|2:24,81|2:2124,10
6358|=|2:81,12278|2:12279,10
6359|=|2:12280,8740|2:422,87
6360|=|2:94,14111|2:35,12281
6361|=|2:43,12282|2:3762,15
6362|=|2:43,3760|2:12283,15
6363|>|2:29,12284|2:15,12285
6364|=|2:12280,647|2:422,647
6365|>|1:12286|2:2835,10
6366|=|1:2500|1:12286
6367|=|2:12287,9|2:31,599
6368|=|2:962,9|2:261,101
6369|=|2:29,12288|2:12289,15
6370|=|2:3180,126|2:13,3179
6371|>|1:4254|1:4820
6372|=|2:3436,126|2:13,3485
6373|>|1:2680|2:3997,13
6374|>|1:1112|1:12249
6375|>|1:1112|1:12250
6376|>|2:3179,152|2:2998,13
6377|>|2:896,271|2:95,9
6378|=|2:2298,26|2:2302,25
6379|>|2:249,25|1:740
6380|=|2:3937,26|2:12229,25
6381|=|2:273,1861|2:10100,9272
6382|=|1:134|1:3079
6383|>|1:3398|2:3606,9
6384|>|1:195|1:12295
6385|=|1:46|2:46,422
6386|=|1:64|2:64,422
6387|=|1:12296|1:9112
6388|=|1:1264|1:12297
6389|=|1:4037|1:12298
6390|=|2:712,205|2:56,297
6391|=|1:3240|1:606
6392|=|1:5028|2:1267,396
6393|=|1:1571|1:113
6394|>|1:12264|2:1763,10
6395|=|1:12299|2:3417,10
6396|>|1:1502|2:628,10
6397|=|1:2037|2:814,9
6398|=|1:568|2:113,9
6399|>|1:9343|1:3468
6400|=|1:918|2:33,299
6401|=|1:5032|2:3943,33
6402|>|2:4819,2526|1:4820
6403|=|1:12300|2:56,12301
6404|=|1:4863|1:4864
6405|>|1:44|1:12302
6406|>|1:424|1:343
6407|=|1:12303|2:12304,428
6408|=|1:1736|2:12304,428
6409|=|1:12303|2:2012,428
6410|=|1:5029|2:2021,92
6411|=|1:585|1:1249
6412|=|1:12305|1:4104
6413|=|1:583|1:3779
6414|>|1:1317|2:11,14
6415|>|1:12306|1:8047
6416|=|1:12307|1:12308
6417|=|1:803|1:1638
6418|>|1:6467|1:6438
6419|>|1:6432|1:6437
6420|>|1:673|1:4641
6421|>|2:673,1|1:4640
6422|>|1:90|1:3079
6423|=|2:170,224|2:13,169
6424|=|2:67,3|2:69,4
6425|=|2:67,3|2:1237,4
6426|=|1:67|1:69
6427|=|2:687,26|2:12309,42
6428|=|1:12310|1:12311
6429|=|2:29,713|2:3126,15
6430|=|2:29,687|2:3080,15
6431|=|2:12312,43|2:12313,15
6432|=|2:163,12314|2:12315,15
6433|=|2:163,12316|2:12317,15
6434|=|1:3080|1:12318
6435|=|2:29,1268|2:12319,15
6436|=|2:29,3039|2:12320,15
6437|=|2:29,12320|2:12321,15
6438|=|2:211,1860|2:715,612
6439|=|1:12322|2:12323,33
6440|=|1:12324|1:134
6441|=|1:12328|1:687
6442|=|2:7940,4|2:12330,3
6443|=|1:708|1:242
6444|=|2:12331,28|2:12332,30
6445|=|2:12333,28|2:12334,30
6446|=|2:12335,3|2:12336,4
6447|=|1:12335|1:12336
6448|=|2:12337,3|2:1659,4
6449|=|1:12337|1:1659
6450|=|1:12338|1:111
6451|=|2:4157,3|2:4156,4
6452|=|1:4157|1:4156
6453|=|1:12249|1:12339
6454|=|1:12250|1:12339
6455|=|2:4,12340|2:12341,3
6456|=|1:12340|1:12341
6457|=|1:5036|2:12342,95
6458|=|2:12237,12340|2:2493,12341
6459|=|1:486|1:12343
6460|>|1:12344|1:6140
6461|>|1:12344|1:1043
6462|>|1:85|1:271
6463|=|2:4346,26|2:10069,42
6464|=|2:687,26|2:12346,42
6465|=|2:12309,26|2:1268,42
6466|=|1:687|1:11948
6467|=|1:11948|1:12347
6468|=|1:713|1:2315
6469|>|1:12348|1:4671
6470|>|1:4558|1:12349
6471|=|2:12350,28|2:12351,30
6472|=|1:12352|1:12353
6473|>|1:330|1:2184
6474|>|1:153|1:2184
6475|>|1:3626|1:3529
6476|>|1:3529|2:12381,326
6477|>|1:3626|2:2696,326
6478|>|1:12382|1:12383
6479|>|1:12383|2:2696,9
6480|=|1:3626|2:2696,525
6481|>|1:3626|2:12383,185
6482|>|1:3626|1:854
6483|>|1:3863|1:3306
6484|>|1:3529|2:12382,185
6485|>|2:2533,291|1:3863
6486|>|1:324|1:4404
6487|>|1:3493|1:12386
6488|>|1:12386|1:12387
6489|>|1:12387|2:12344,9
6490|>|1:12386|2:12344,9
6491|>|2:1043,25|1:71
6492|=|2:43,3730|2:12392,15
6493|=|1:3252|2:12394,392
6494|>|2:24,22|2:2094,10
6495|>|1:818|1:3589
6496|>|1:3589|1:12402
6497|>|1:12402|1:5827
6498|>|2:429,7|1:10066
6499|>|1:2647|1:12403
6500|=|1:12403|1:3623
6501|>|1:5484|1:9424
6502|>|1:49|1:4313
6503|=|1:513|2:12404,1
6504|>|1:112|1:530
6505|>|1:49|1:4313
6506|>|1:32|1:12407
6507|>|1:12407|1:12406
6508|>|1:1864|1:315
6509|>|2:131,25|1:12434
6510|>|1:12434|1:12435
6511|>|2:2381,10|1:9857
6512|>|1:12435|1:12502
6513|>|1:12435|1:12502
6514|>|1:12502|2:316,25
6515|>|1:1886|2:705,9
6516|>|1:10066|1:8963
6517|>|1:8963|1:12504
6518|>|1:12504|1:12505
6519|>|1:12505|1:12507
6520|>|1:1498|1:12518
6521|>|1:12518|1:12519
6522|>|1:12519|1:12520
6523|>|1:12523|1:12524
6524|>|1:12524|1:12525
6525|>|1:219|2:9969,10
6526|>|2:8272,10|1:305
6527|>|1:219|1:305
6528|>|1:4127|1:2117
6529|>|1:1267|1:4133
6530|>|1:4128|1:445
6531|>|1:4128|1:445
6532|>|1:9967|1:12541
6533|=|1:12525|1:12526
6534|>|1:1498|1:12529
6535|>|1:12529|1:12530
6536|>|1:12530|1:12531
6537|>|1:12532|1:12533
6538|=|1:12533|1:12534
6539|>|1:12536|1:12537
6540|>|1:12537|1:12528
6541|>|1:12519|1:12530
6542|>|1:12520|1:12531
6543|>|1:12521|1:12532
6544|>|1:12533|1:12525
6545|>|3:195,115,62|1:18
6546|>|1:12534|1:12526
6547|>|1:12535|1:12527
6548|>|1:12544|1:12547
6549|>|2:12545,95|1:12546
6550|>|2:12546,12547|1:12548
6551|>|1:12548|1:12549
6552|>|1:37|1:12543
6553|>|3:12549,9245,80|1:3311
6554|>|3:80,12543,12549|1:3311
6555|>|1:12520|1:12521
6556|>|1:12521|1:12522
6557|>|1:12522|1:12523
6558|=|1:12526|1:12527
6559|>|1:12527|1:12528
6560|>|1:12528|1:6665
6561|>|1:12531|1:12532
6562|=|1:12534|1:12535
6563|>|1:12535|1:12536
6564|=|2:333,126|2:3231,13
6565|>|2:72,92|1:9325
6566|=|2:299,3|2:12582,4
6567|=|2:12583,4|2:5435,3
6568|=|2:12582,5434|2:12583,878
6569|=|2:12583,5434|2:12583,5434
6570|>|1:1583|1:6677
6571|>|1:6677|1:1767
6572|>|1:9304|1:12511
6573|>|1:12511|1:9316
6574|>|1:9317|1:12516
6575|>|1:12516|1:12517
6576|>|1:12517|1:6671
6577|>|1:6671|1:1470
6578|>|1:1470|1:4018
6579|>|1:9316|1:12512
6580|>|1:12512|1:12514
6581|>|1:12514|1:12515
6582|>|1:12515|1:1498
6583|>|1:12542|1:12550
6584|>|1:12550|1:3788
6585|>|1:3788|1:4014
6586|>|1:3449|1:12512
6587|=|1:4014|1:2966
6588|=|1:3791|1:12641
6589|>|2:4007,503|2:12610,13
6590|>|1:12610|1:12611
6591|>|1:12611|1:2006
6592|>|1:12610|1:10898
6593|>|1:10898|1:10899
6594|>|1:12512|1:12513
6595|>|1:12513|1:4016
6596|=|1:3790|1:1029
6597|>|1:10899|1:2002
6598|>|1:3791|1:12542
6599|=|1:4002|1:12586
6600|=|2:12586,12340|2:12587,12341
6601|>|1:12587|1:4010
6602|=|1:12706|2:4852,33
6603|>|1:1143|1:12707
6604|>|1:12707|2:12708,2420
6605|>|2:4013,1|1:12588
6606|>|1:12588|1:12589
6607|>|1:4010|1:12596
6608|>|2:4010,1|1:16318
6609|>|1:16318|1:12602
6610|>|1:12602|1:12605
6611|>|1:12605|1:12606
6612|>|1:12606|1:12607
6613|>|1:12607|1:12609
6614|>|1:12609|1:12612
6615|>|1:12612|1:12613
6616|>|1:16318|1:12614
6617|>|1:12614|1:12615
6618|>|1:12615|1:12616
6619|>|2:4011,7|1:6443
6620|>|1:6443|1:6454
6621|>|2:4009,1|1:12620
6622|>|1:12620|1:12623
6623|>|1:12620|1:12625
6624|>|1:12625|1:12627
6625|>|1:12627|1:12629
6626|>|1:12627|1:12630
6627|>|1:12629|1:12632
6628|>|1:12630|1:12632
6629|=|1:4013|1:12634
6630|>|1:4013|1:12635
6631|=|1:4013|1:12636
6632|>|2:12635,1|1:12637
6633|>|1:12637|1:12640
6634|>|1:12640|1:12643
6635|>|1:12588|1:12590
6636|>|1:12590|1:12593
6637|=|1:4013|1:12645
6638|=|1:12645|1:12654
6639|=|1:12645|1:12658
6640|=|1:12654|1:12658
6641|=|1:4013|1:12659
6642|=|1:12659|1:12660
6643|>|1:12660|1:12662
6644|>|1:4013|1:12664
6645|>|1:12664|1:12665
6646|>|1:12665|1:12666
6647|>|2:1729,7|1:6444
6648|>|1:6444|1:4498
6649|=|1:1729|1:12667
6650|>|1:6445|1:12686
6651|>|1:6445|1:12687
6652|>|1:6445|1:6436
6653|>|1:6444|1:12686
6654|>|1:6444|1:12687
6655|>|1:12686|1:12688
6656|>|1:12687|1:12688
6657|>|1:6436|1:12688
6658|>|1:12686|1:12689
6659|>|1:12687|1:12689
6660|>|1:4498|1:12689
6661|>|1:12688|1:6433
6662|>|1:12689|1:6433
6663|>|1:4498|1:12690
6664|>|1:4483|1:12691
6665|=|1:12254|1:7550
6666|>|1:7550|1:12692
6667|>|1:6444|1:12703
6668|>|1:12703|1:12704
6669|>|1:4498|1:12704
6670|>|1:12704|1:12705
6671|=|1:12710|2:12709,9
6672|=|1:1063|1:12711
6673|=|1:1063|1:12712
6674|=|1:12713|1:4006
6675|=|1:47|1:3128
6676|>|2:138,66|1:12697
6677|>|2:12693,12697|2:12698,66
6678|>|2:66,228|1:12695
6679|>|2:12693,12695|2:66,12696
6680|>|2:66,607|1:12699
6681|>|2:12693,12699|2:66,12700
6682|>|1:12715|1:13370
6683|=|2:71,323|2:12718,322
6684|=|2:2394,323|2:12389,322
6685|=|2:71,323|2:12717,322
6686|=|1:18007|2:26396,17911
6687|=|1:17622|2:26396,21870
6688|=|1:21870|2:26396,17885
6689|=|1:12720|1:12721
6690|=|1:602|1:3056
6691|=|1:17293|2:26396,28210
6692|=|1:18942|2:26396,28211
6693|=|1:18911|2:26396,28212
6694|=|2:26386,17293|2:26396,26643
6695|=|1:12694|1:12693
6696|=|1:28214|2:26396,28213
6697|=|2:26394,1799|2:26399,28214
6698|=|1:28213|2:26396,28215
6699|=|1:17283|2:26396,26515
6700|=|1:17283|2:26396,28217
6701|=|1:26515|2:26396,28216
6702|=|1:28217|2:26396,28216
6703|=|1:12730|2:285,559
6704|=|1:12733|1:12734
6705|>|1:17299|1:17300
6706|>|1:12345|2:84,359
6707|>|1:418|2:12746,13
6708|>|1:321|2:9199,13
6709|>|1:321|2:9198,13
6710|>|1:12787|2:9277,22
6711|>|1:468|3:9277,22,14
6712|=|1:3252|2:12788,584
6713|=|1:16|1:12789
6714|>|1:12792|2:12791,1
6715|=|1:4234|1:3203
6716|=|2:46,46|2:13,46
6717|=|2:274,2|1:165
6718|=|3:2,147,147|2:12832,9
6719|=|2:25,364|2:5455,3175
6720|=|3:192,63,2|2:4297,13
6721|=|3:47,12855,2|2:13,12856
6722|>|1:418|2:12859,13
6723|>|1:418|2:12858,13
6724|>|1:418|2:12857,13
6725|>|1:2587|2:878,11
6726|=|1:884|1:130
6727|=|1:418|2:12860,13
6728|>|1:12860|1:12861
6729|>|2:12861,7|1:12862
6730|>|1:12862|1:12863
6731|>|1:12863|1:12864
6732|>|1:2534|1:12865
6733|>|1:163|1:12871
6734|>|1:12871|1:12869
6735|>|1:12869|1:12870
6736|>|1:12870|1:12872
6737|=|1:12872|2:12873,56
6738|>|1:4973|2:1249,57
6739|>|1:1643|1:1763
6740|>|1:1248|1:2632
6741|>|1:2429|1:540
6742|>|1:2429|1:540
6743|>|1:4968|1:225
6744|>|2:5224,1|1:12896
6745|>|1:12896|1:12897
6746|>|1:70|1:12900
6747|=|1:94|1:12651
6748|=|1:12651|1:1868
6749|>|1:12652|2:1523,9
6750|>|1:1523|1:989
6751|=|1:12656|1:315
6752|>|1:12900|1:11644
6753|>|1:1868|2:12652,35
6754|>|1:70|1:4003
6755|>|1:12656|1:989
6756|>|1:12907|1:12910
6757|>|1:12908|1:12910
6758|=|1:12910|1:12912
6759|=|1:12912|1:12913
6760|=|1:12913|2:572,57
6761|>|2:11062,7|1:12919
6762|>|1:12919|1:12920
6763|>|1:12920|1:12921
6764|>|1:12928|1:12929
6765|>|1:12926|1:12928
6766|>|1:12924|1:12926
6767|>|1:12924|1:12925
6768|>|1:12918|1:12922
6769|>|1:12927|1:719
6770|>|1:12926|1:12927
6771|>|1:12914|2:142,10236
6772|>|1:12915|2:2386,92
6773|>|1:12916|2:2386,92
6774|>|2:277,7|2:88,14
6775|>|1:12918|1:12924
6776|>|1:12918|1:12923
6777|>|1:12929|1:1349
6778|>|2:11062,7|1:12917
6779|>|1:12917|1:12918
6780|>|1:5089|2:88,86
6781|>|1:9237|1:9238
6782|>|1:9236|1:9238
6783|>|1:719|1:572
6784|>|1:719|1:572
6785|>|1:7604|1:12946
6786|>|1:7604|1:9886
6787|>|1:12865|1:2421
6788|=|1:9886|1:12306
6789|>|1:12946|1:12947
6790|>|1:12947|1:11061
6791|>|1:11061|1:11283
6792|>|1:11283|1:12909
6793|>|1:12909|1:12911
6794|>|1:8047|1:8055
6795|>|1:8055|1:12905
6796|>|1:12306|1:12904
6797|>|1:12904|1:768
6798|>|1:8047|1:9888
6799|>|1:8047|1:8039
6800|>|1:8039|1:8044
6801|>|1:12948|1:12949
6802|>|1:2766|1:3268
6803|>|1:768|1:8344
6804|>|1:12949|1:575
6805|>|1:8344|1:12936
6806|>|1:12936|1:8344
6807|>|1:8344|1:768
6808|>|1:12949|1:106
6809|>|1:2314|1:12902
6810|>|1:12902|1:12903
6811|>|1:701|1:12901
6812|>|1:12901|1:8338
6813|>|1:8338|1:12939
6814|>|1:8338|1:12937
6815|>|1:12937|1:12938
6816|>|1:12938|1:12937
6817|>|1:12937|1:8338
6818|>|1:1316|1:5707
6819|>|1:1316|1:8357
6820|>|1:8357|1:12940
6821|>|1:12940|1:12941
6822|>|1:12941|1:12943
6823|>|1:12943|1:12944
6824|>|1:12944|1:8351
6825|>|1:12940|1:12942
6826|>|1:12942|1:8337
6827|>|1:8337|1:8373
6828|>|1:8373|1:12945
6829|>|1:12945|1:8373
6830|>|1:8373|1:8337
6831|>|1:6972|1:12906
6832|>|1:150|1:12930
6833|>|1:12930|1:12931
6834|>|1:12931|1:12932
6835|>|1:12932|1:388
6836|>|2:4244,1066|1:12933
6837|=|1:12933|1:12934
6838|=|1:12934|1:12935
6839|=|1:12935|1:3136
6840|>|2:4232,12954|2:12950,224
6841|>|2:12950,19|1:12951
6842|>|1:4232|1:12953
6843|>|2:12953,12954|1:12951
6844|>|2:653,2|1:12952
6845|>|1:12952|2:12951,20
6846|>|1:12956|1:12957
6847|>|1:12957|1:9331
6848|>|1:9332|1:12958
6849|>|1:12958|1:9334
6850|>|1:728|1:8355
6851|>|1:7604|1:12306
6852|>|1:471|1:10277
6853|>|1:3202|2:12962,1163
6854|>|1:3202|1:12960
6855|>|1:12963|2:1825,1162
6856|>|1:12960|2:3026,14
6857|>|1:3026|1:12961
6858|>|1:12961|1:12962
6859|>|1:12962|1:12963
6860|>|1:12529|1:12966
6861|>|1:12530|1:12967
6862|=|1:12531|1:12965
6863|>|1:12966|1:12967
6864|>|1:12967|1:12534
6865|>|1:12531|1:12534
6866|>|1:12965|1:12535
6867|>|2:11197,7|2:1939,14
6868|>|1:11166|1:11197
6869|>|1:4667|2:2022,92
6870|>|2:4126,12970|1:12971
6871|=|1:12972|1:12973
6872|=|1:12974|1:12975
6873|>|1:5002|1:12976
6874|>|1:12976|1:12977
6875|>|1:12977|1:12978
6876|>|1:12978|1:1349
6877|>|1:5813|1:88
6878|>|1:5806|1:5802
6879|>|1:527|2:28218,527
6880|>|1:28218|1:28219
6881|>|1:28219|1:23193
6882|>|1:23193|1:28220
6883|>|1:28220|1:24620
6884|>|1:23193|1:24620
6885|>|1:827|2:28221,827
6886|>|1:28221|1:28222
6887|>|1:28222|1:28223
6888|>|1:28223|1:28224
6889|>|1:28224|1:28225
6890|>|1:28225|1:28226
6891|>|1:28226|1:28227
6892|>|1:28227|1:25692
6893|>|1:25692|1:19509
6894|>|1:400|2:28228,400
6895|>|1:28228|1:28229
6896|>|1:28229|1:27677
6897|>|1:27677|1:28230
6898|>|1:28230|1:18026
6899|>|1:27677|1:18026
6900|>|1:725|1:1057
6901|>|1:4132|1:12980
6902|>|2:12981,10|1:12982
6903|>|1:12982|1:784
6904|>|1:418|2:12983,13
6905|>|1:5007|1:12986
6906|>|2:12986,24|1:12987
6907|>|1:12987|1:1014
6908|>|1:16318|1:12984
6909|>|1:4668|1:176
6910|>|2:12995,7|1:12997
6911|>|1:12997|1:12999
6912|>|1:12999|1:7656
6913|=|1:3384|1:3310
6914|>|1:6439|1:12990
6915|>|1:4498|1:12996
6916|>|1:12996|1:12998
6917|>|1:12984|1:12985
6918|>|1:4010|1:12988
6919|>|1:12988|1:12989
6920|>|1:4010|1:12991
6921|>|1:12991|1:12992
6922|>|1:12991|1:12993
6923|>|1:12993|1:12994
6924|>|2:4011,7|1:12702
6925|>|1:12702|1:6454
6926|>|1:4013|1:12660
6927|>|2:12791,1|1:2025
6928|>|2:12791,1|2:5287,14
6929|>|1:4012|1:13005
6930|>|1:1729|1:13054
6931|>|1:13054|1:12667
6932|>|1:153|2:4751,3240
6933|>|1:153|2:4751,3242
6934|>|1:4751|1:13014
6935|=|1:12589|1:13061
6936|>|1:3642|1:3558
6937|>|1:4751|1:13035
6938|>|1:13035|1:13038
6939|>|1:13038|1:13039
6940|>|1:13035|1:13034
6941|>|1:13035|2:13036,13037
6942|>|1:4751|1:3642
6943|>|1:3642|2:13024,13025
6944|=|1:3642|1:13033
6945|>|1:13025|1:13023
6946|>|1:9900|1:13011
6947|>|1:9900|1:6577
6948|>|1:13011|1:10286
6949|>|1:6577|1:10286
6950|>|1:9900|1:13019
6951|>|1:6457|1:13020
6952|>|1:9901|1:13021
6953|>|1:6577|1:13063
6954|>|1:10871|2:10852,10
6955|>|1:6492|1:13064
6956|>|1:13026|1:13065
6957|>|1:10288|1:13002
6958|>|1:10289|1:13003
6959|>|1:13015|1:13004
6960|>|2:3640,10|1:13041
6961|>|1:13041|1:13042
6962|>|1:13042|1:13043
6963|>|1:13043|1:13044
6964|>|1:13044|1:13045
6965|>|1:13045|1:13046
6966|>|1:13046|1:13047
6967|>|1:13047|1:13048
6968|>|1:13048|1:13049
6969|>|1:13049|1:13050
6970|>|1:13050|1:13051
6971|>|1:13051|1:13052
6972|>|1:13052|1:13053
6973|>|1:6473|1:13006
6974|>|1:13006|1:13007
6975|>|1:13053|2:13031,10
6976|>|1:9901|1:13029
6977|>|1:13029|1:13008
6978|>|1:13008|1:13009
6979|>|1:13009|1:13010
6980|>|1:13008|1:13010
6981|>|1:4345|1:13012
6982|>|1:13012|1:6492
6983|>|1:9860|1:13013
6984|>|1:9901|1:13026
6985|>|1:13026|1:13028
6986|>|1:13015|1:13018
6987|>|1:13018|1:13017
6988|>|1:13017|1:13016
6989|=|1:333|2:3997,13
6990|>|1:1478|1:13066
6991|>|1:13066|1:13067
6992|>|1:13067|1:5600
6993|>|1:5600|1:5601
6994|>|1:10622|1:5601
6995|>|1:13067|1:10622
6996|>|1:13027|1:13068
6997|>|1:13068|1:6494
6998|>|1:13028|1:6494
6999|>|1:9901|1:13081
7000|>|1:9900|1:13082
7001|>|1:6457|1:13083
7002|>|1:9901|1:13084
7003|>|1:6577|1:13085
7004|>|1:6492|1:13086
7005|>|1:10289|1:13087
7006|>|1:12878|1:12879
7007|>|1:12884|1:13088
7008|=|1:13088|1:13089
7009|>|1:13089|1:13090
7010|=|1:13090|1:12885
7011|>|1:9901|1:13015
7012|>|1:5601|1:10622
7013|>|1:10622|1:13079
7014|>|1:13079|1:13080
7015|>|1:13072|1:13073
7016|>|1:10622|1:13072
7017|>|1:13026|1:13027
7018|>|1:10622|1:13070
7019|>|2:12866,1|1:2411
7020|>|1:12707|1:12867
7021|>|1:2700|1:12868
7022|>|1:2700|1:1342
7023|>|1:12888|1:13092
7024|=|1:13092|1:13093
7025|>|1:13093|1:13094
7026|=|1:13094|1:12889
7027|>|1:5601|1:10622
7028|>|1:5601|1:5600
7029|>|1:5601|1:5600
7030|>|1:10622|1:13067
7031|>|1:10622|1:13067
7032|>|1:10622|1:13072
7033|>|1:10622|1:13072
7034|>|1:5600|1:13067
7035|>|1:5600|1:13067
7036|>|1:5600|1:13071
7037|>|1:5600|1:13071
7038|>|1:13067|1:361
7039|>|1:13067|1:361
7040|>|1:13071|1:361
7041|>|1:13071|1:361
7042|>|1:13072|1:361
7043|>|1:13072|1:361
